crop_id,motion_state,direction_class,direction_deg,annotator,timestamp_iso
test_299_4789_0,unsure,11,22.5,team,2026-06-22T16:06:00.072450+00:00
train_96_6041_4,unsure,-2,,team,2026-06-22T16:06:02.301748+00:00
train_74_2640_3,unsure,15,112.5,team,2026-06-22T16:06:09.156592+00:00
test_277_6631_1,moderate,15,112.5,team,2026-06-22T16:06:14.222820+00:00
train_18_7485_0,unsure,-2,,team,2026-06-22T16:06:25.120265+00:00
test_344_4760_1,stationary,-2,,team,2026-06-22T16:06:31.085015+00:00
train_249_6840_9,stationary,-2,,team,2026-06-22T16:06:51.375122+00:00
valid_177_1107_4,stationary,12,45.0,team,2026-06-22T16:06:54.271002+00:00
train_18_3964_0,unsure,-2,,team,2026-06-22T16:06:58.201439+00:00
train_52_483_0,unsure,12,45.0,team,2026-06-22T16:07:00.786458+00:00
valid_145_900_0,unsure,-2,,team,2026-06-22T16:07:06.626765+00:00
train_246_3582_3,stationary,26,135.0,team,2026-06-22T16:07:18.029445+00:00
train_113_235_0,stationary,-2,,team,2026-06-22T16:07:22.155525+00:00
train_42_4848_0,stationary,13,67.5,team,2026-06-22T16:07:27.460287+00:00
train_118_5842_2,unsure,-2,,team,2026-06-22T16:07:30.108097+00:00
train_195_1616_0,stationary,17,157.5,team,2026-06-22T16:07:34.033650+00:00
train_76_1020_0,unsure,-2,,team,2026-06-22T16:07:35.331733+00:00
train_78_5132_3,stationary,13,67.5,team,2026-06-22T16:07:43.236898+00:00
train_48_31665_1,stationary,14,90.0,team,2026-06-22T16:07:49.108495+00:00
valid_221_1050_0,slight,11,22.5,team,2026-06-22T16:07:52.713241+00:00
train_47_2100_0,moderate,16,135.0,team,2026-06-22T16:07:58.297380+00:00
train_142_2122_1,stationary,10,0.0,team,2026-06-22T16:08:02.236155+00:00
train_71_11740_3,unsure,16,135.0,team,2026-06-22T16:08:06.043176+00:00
train_142_338_0,stationary,10,0.0,team,2026-06-22T16:08:08.411813+00:00
train_20_5767_1,slight,11,22.5,team,2026-06-22T16:08:12.888473+00:00
train_294_20880_0,stationary,10,0.0,team,2026-06-22T16:08:18.659819+00:00
valid_13_4659_0,unsure,-2,,team,2026-06-22T16:08:23.229292+00:00
valid_57_367_0,stationary,30,180.0,team,2026-06-22T16:08:27.110930+00:00
valid_57_317_5,slight,30,180.0,team,2026-06-22T16:08:33.386696+00:00
train_232_810_0,unsure,14,90.0,team,2026-06-22T16:08:36.844884+00:00
train_231_1242_1,unsure,-2,,team,2026-06-22T16:08:38.920828+00:00
test_284_2084_4,unsure,-2,,team,2026-06-22T16:08:40.100496+00:00
train_227_1980_0,slight,35,292.5,team,2026-06-22T16:08:52.359586+00:00
valid_222_1140_5,stationary,11,22.5,team,2026-06-22T16:08:56.874933+00:00
valid_221_390_7,unsure,10,0.0,team,2026-06-22T16:09:01.721910+00:00
train_120_3489_0,unsure,-2,,team,2026-06-22T16:09:04.212221+00:00
valid_222_420_4,slight,10,0.0,team,2026-06-22T16:09:09.279986+00:00
test_303_1028_0,unsure,-2,,team,2026-06-22T16:09:12.709914+00:00
train_53_3390_0,unsure,12,45.0,team,2026-06-22T16:09:16.803707+00:00
train_183_3629_1,stationary,17,157.5,team,2026-06-22T16:09:22.955021+00:00
train_95_6005_0,stationary,11,22.5,team,2026-06-22T16:09:28.194080+00:00
train_123_7900_0,unsure,-2,,team,2026-06-22T16:09:32.179148+00:00
valid_221_346_4,slight,31,202.5,team,2026-06-22T16:09:37.618077+00:00
valid_222_1285_3,stationary,30,180.0,team,2026-06-22T16:09:42.528932+00:00
train_194_1080_0,stationary,36,315.0,team,2026-06-22T16:09:55.434667+00:00
train_180_3750_1,stationary,10,0.0,team,2026-06-22T16:09:58.419861+00:00
test_276_2139_1,unsure,-2,,team,2026-06-22T16:09:59.783445+00:00
train_28_1606_0,stationary,16,135.0,team,2026-06-22T16:10:04.178531+00:00
train_228_11146_1,slight,17,157.5,team,2026-06-22T16:10:12.194534+00:00
train_188_778_0,stationary,35,292.5,team,2026-06-22T16:10:19.422337+00:00
valid_56_4188_7,unsure,17,157.5,team,2026-06-22T16:10:28.745838+00:00
train_81_7357_0,unsure,15,112.5,team,2026-06-22T16:10:32.860806+00:00
train_206_1088_0,stationary,-2,,team,2026-06-22T16:10:39.480554+00:00
train_228_11181_2,stationary,10,0.0,team,2026-06-22T16:10:45.514359+00:00
test_261_28699_0,unsure,-2,,team,2026-06-22T16:10:47.399626+00:00
valid_146_2083_5,unsure,10,0.0,team,2026-06-22T16:10:56.084511+00:00
train_116_5841_1,slight,10,0.0,team,2026-06-22T16:10:59.112074+00:00
valid_6_1161_5,unsure,15,112.5,team,2026-06-22T16:11:03.427554+00:00
test_266_8640_0,unsure,-2,,team,2026-06-22T16:11:05.003502+00:00
test_303_1080_0,unsure,-2,,team,2026-06-22T16:11:07.290795+00:00
train_192_960_1,stationary,20,0.0,team,2026-06-22T16:11:10.384870+00:00
train_137_165_8,stationary,15,112.5,team,2026-06-22T16:11:16.402449+00:00
train_197_1227_0,unsure,-2,,team,2026-06-22T16:11:22.851841+00:00
train_237_11850_1,unsure,-2,,team,2026-06-22T16:11:24.182441+00:00
train_93_10499_0,stationary,31,202.5,team,2026-06-22T16:11:29.679089+00:00
test_308_8440_0,unsure,-2,,team,2026-06-22T16:11:35.142099+00:00
train_247_1326_1,slight,27,157.5,team,2026-06-22T16:11:45.359580+00:00
train_189_1320_0,unsure,-2,,team,2026-06-22T16:11:50.972810+00:00
train_232_840_0,unsure,13,67.5,team,2026-06-22T16:12:00.848421+00:00
train_196_9990_0,stationary,21,22.5,team,2026-06-22T16:12:07.185607+00:00
valid_146_2173_5,unsure,10,0.0,team,2026-06-22T16:12:11.118478+00:00
train_245_5847_0,unsure,-2,,team,2026-06-22T16:12:14.645641+00:00
train_193_1020_1,stationary,35,292.5,team,2026-06-22T16:12:22.379239+00:00
valid_57_960_3,slight,17,157.5,team,2026-06-22T16:12:26.881453+00:00
test_284_5138_4,stationary,11,22.5,team,2026-06-22T16:12:31.287867+00:00
train_230_2574_1,slight,16,135.0,team,2026-06-22T16:12:36.044343+00:00
train_237_11927_0,stationary,-2,,team,2026-06-22T16:13:09.541891+00:00
train_180_3682_0,stationary,10,0.0,team,2026-06-22T16:13:18.206789+00:00
train_238_10763_0,unsure,-2,,team,2026-06-22T16:13:19.701369+00:00
train_124_7099_0,unsure,-2,,team,2026-06-22T16:13:21.199603+00:00
valid_151_12300_2,unsure,-2,,team,2026-06-22T16:13:22.291993+00:00
train_244_6960_0,slight,17,157.5,team,2026-06-22T16:13:28.226293+00:00
train_76_1034_0,unsure,-2,,team,2026-06-22T16:13:29.625731+00:00
valid_178_2735_7,stationary,31,202.5,team,2026-06-22T16:13:34.742170+00:00
train_195_8031_1,unsure,17,157.5,team,2026-06-22T16:13:38.923182+00:00
test_262_7530_0,unsure,10,0.0,team,2026-06-22T16:13:44.348460+00:00
train_139_1881_0,stationary,10,0.0,team,2026-06-22T16:13:47.686595+00:00
train_252_6564_9,stationary,12,45.0,team,2026-06-22T16:13:54.303745+00:00
train_188_810_0,stationary,15,112.5,team,2026-06-22T16:13:59.116596+00:00
train_188_1620_4,unsure,-2,,team,2026-06-22T16:14:01.109429+00:00
train_86_5940_0,slight,12,45.0,team,2026-06-22T16:14:03.665778+00:00
train_234_5323_0,unsure,-2,,team,2026-06-22T16:14:05.990934+00:00
train_181_3433_0,stationary,10,0.0,team,2026-06-22T16:14:23.172731+00:00
valid_6_3234_0,stationary,14,90.0,team,2026-06-22T16:14:29.044078+00:00
train_104_864_3,stationary,10,0.0,team,2026-06-22T16:14:32.399006+00:00
train_179_5004_0,stationary,17,157.5,team,2026-06-22T16:14:36.984674+00:00
valid_57_1560_7,slight,-2,,team,2026-06-22T16:14:45.611021+00:00
test_284_9530_6,stationary,15,112.5,team,2026-06-22T16:14:53.958058+00:00
train_196_7740_0,stationary,32,225.0,team,2026-06-22T16:15:05.863597+00:00
test_298_20070_1,unsure,-2,,team,2026-06-22T16:15:10.892487+00:00
test_152_14783_3,unsure,16,135.0,team,2026-06-22T16:15:15.965522+00:00
test_284_5226_2,stationary,11,22.5,team,2026-06-22T16:15:18.777948+00:00
train_234_3480_2,unsure,15,112.5,team,2026-06-22T16:15:25.753867+00:00
train_44_3690_1,stationary,12,45.0,team,2026-06-22T16:15:30.949761+00:00
valid_57_267_0,slight,12,45.0,team,2026-06-22T16:15:34.410370+00:00
train_247_3900_0,unsure,-2,,team,2026-06-22T16:15:36.859162+00:00
valid_15_3111_1,stationary,15,112.5,team,2026-06-22T16:15:40.118537+00:00
train_72_10680_0,stationary,10,0.0,team,2026-06-22T16:15:42.124781+00:00
train_191_823_2,stationary,14,90.0,team,2026-06-22T16:15:45.557110+00:00
train_244_3532_0,stationary,17,157.5,team,2026-06-22T16:16:05.213584+00:00
train_245_5790_0,stationary,-2,,team,2026-06-22T16:16:07.655360+00:00
train_92_4140_1,stationary,15,112.5,team,2026-06-22T16:16:14.646526+00:00
train_228_11250_0,stationary,10,0.0,team,2026-06-22T16:16:17.958510+00:00
train_80_6073_4,slight,16,135.0,team,2026-06-22T16:16:23.748453+00:00
train_249_7043_3,unsure,-2,,team,2026-06-22T16:16:26.542593+00:00
train_70_1260_2,unsure,14,90.0,team,2026-06-22T16:16:29.010301+00:00
test_277_4396_0,unsure,15,112.5,team,2026-06-22T16:16:31.536592+00:00
train_155_2655_1,slight,10,0.0,team,2026-06-22T16:16:33.385747+00:00
valid_178_2490_0,slight,35,292.5,team,2026-06-22T16:16:37.014089+00:00
train_41_3562_1,stationary,33,247.5,team,2026-06-22T16:16:44.065979+00:00
train_70_1334_3,unsure,17,157.5,team,2026-06-22T16:16:48.009029+00:00
train_95_4936_0,stationary,11,22.5,team,2026-06-22T16:16:52.066206+00:00
test_152_14693_1,stationary,10,0.0,team,2026-06-22T16:16:59.893951+00:00
train_47_1247_11,stationary,10,0.0,team,2026-06-22T16:17:04.193289+00:00
train_72_12003_7,stationary,14,90.0,team,2026-06-22T16:17:18.271767+00:00
valid_87_1109_0,unsure,-2,,team,2026-06-22T16:17:20.395913+00:00
train_86_5475_1,stationary,13,67.5,team,2026-06-22T16:17:41.692283+00:00
train_99_8729_0,stationary,10,0.0,team,2026-06-22T16:17:44.483809+00:00
train_124_3648_0,unsure,-2,,team,2026-06-22T16:17:46.264127+00:00
train_190_1110_0,stationary,-2,,team,2026-06-22T16:17:51.735309+00:00
train_100_7860_3,unsure,11,22.5,team,2026-06-22T16:17:59.219816+00:00
train_204_1219_0,stationary,31,202.5,team,2026-06-22T16:18:08.460257+00:00
train_252_6655_1,stationary,13,67.5,team,2026-06-22T16:18:16.585832+00:00
train_21_13377_0,slight,15,112.5,team,2026-06-22T16:18:21.401128+00:00
train_192_1774_2,slight,16,135.0,team,2026-06-22T16:18:39.252934+00:00
train_129_1745_0,slight,10,0.0,team,2026-06-22T16:18:42.770429+00:00
valid_57_1714_1,slight,31,202.5,team,2026-06-22T16:18:51.149090+00:00
train_18_5910_0,unsure,-2,,team,2026-06-22T16:18:54.206268+00:00
train_78_7038_0,slight,-2,,team,2026-06-22T16:19:02.183894+00:00
valid_222_401_3,slight,10,0.0,team,2026-06-22T16:19:08.220022+00:00
train_142_4710_8,stationary,10,0.0,team,2026-06-22T16:19:19.958211+00:00
train_187_6120_0,unsure,-2,,team,2026-06-22T16:19:24.928044+00:00
train_249_6875_4,stationary,12,45.0,team,2026-06-22T16:19:33.652930+00:00
test_309_19729_1,unsure,-2,,team,2026-06-22T16:19:35.445684+00:00
valid_57_257_1,slight,10,0.0,team,2026-06-22T16:19:37.818958+00:00
train_70_1860_0,unsure,16,135.0,team,2026-06-22T16:19:42.412245+00:00
train_194_1013_0,stationary,36,315.0,team,2026-06-22T16:19:48.541901+00:00
train_92_4290_1,stationary,17,157.5,team,2026-06-22T16:19:54.501025+00:00
train_228_11760_0,unsure,-2,,team,2026-06-22T16:20:03.397992+00:00
test_299_4650_0,unsure,-2,,team,2026-06-22T16:20:07.329933+00:00
test_314_17653_3,stationary,17,157.5,team,2026-06-22T16:20:11.893816+00:00
train_205_778_0,stationary,22,45.0,team,2026-06-22T16:20:16.221829+00:00
train_246_7470_5,stationary,22,45.0,team,2026-06-22T16:20:20.198481+00:00
train_71_11610_2,unsure,33,247.5,team,2026-06-22T16:20:37.604392+00:00
test_344_4920_0,unsure,-2,,team,2026-06-22T16:20:39.523365+00:00
train_98_1680_0,unsure,-2,,team,2026-06-22T16:20:41.606343+00:00
train_236_11670_1,unsure,-2,,team,2026-06-22T16:20:42.901641+00:00
valid_57_420_5,slight,31,202.5,team,2026-06-22T16:20:50.419849+00:00
train_46_212_1,stationary,-2,,team,2026-06-22T16:20:54.961307+00:00
train_236_11610_0,stationary,10,0.0,team,2026-06-22T16:20:58.862581+00:00
train_104_3628_0,stationary,14,90.0,team,2026-06-22T16:21:01.293820+00:00
train_247_3990_0,unsure,-2,,team,2026-06-22T16:21:03.873936+00:00
train_71_11862_3,unsure,-2,,team,2026-06-22T16:21:12.504616+00:00
valid_178_4380_0,unsure,-2,,team,2026-06-22T16:21:22.723765+00:00
train_196_7704_0,stationary,32,225.0,team,2026-06-22T16:21:27.392749+00:00
valid_57_1020_2,stationary,10,0.0,team,2026-06-22T16:21:31.709942+00:00
train_72_11537_3,unsure,17,157.5,team,2026-06-22T16:21:35.911367+00:00
train_86_1620_1,stationary,11,22.5,team,2026-06-22T16:21:40.748498+00:00
valid_221_881_1,unsure,-2,,team,2026-06-22T16:21:42.541460+00:00
train_225_6833_1,stationary,14,90.0,team,2026-06-22T16:21:47.690128+00:00
valid_221_1080_0,slight,11,22.5,team,2026-06-22T16:21:52.808201+00:00
train_105_3315_2,stationary,13,67.5,team,2026-06-22T16:21:57.825126+00:00
train_236_11880_0,stationary,16,135.0,team,2026-06-22T16:22:01.339832+00:00
train_18_7384_0,stationary,13,67.5,team,2026-06-22T16:22:04.810221+00:00
train_224_13380_0,stationary,14,90.0,team,2026-06-22T16:22:09.177085+00:00
valid_57_1569_2,slight,27,157.5,team,2026-06-22T16:22:14.796026+00:00
valid_57_1697_1,slight,31,202.5,team,2026-06-22T16:22:22.460962+00:00
train_232_3450_1,slight,16,135.0,team,2026-06-22T16:22:38.535472+00:00
train_229_1377_2,unsure,-2,,team,2026-06-22T16:22:42.828912+00:00
train_142_4444_15,unsure,-2,,team,2026-06-22T16:22:45.314062+00:00
train_98_1409_0,slight,10,0.0,team,2026-06-22T16:22:49.860985+00:00
train_45_4758_0,unsure,13,67.5,team,2026-06-22T16:23:00.883448+00:00
train_77_1025_0,unsure,17,157.5,team,2026-06-22T16:23:05.041128+00:00
train_80_6120_5,unsure,-2,,team,2026-06-22T16:23:07.488162+00:00
train_188_1680_1,stationary,13,67.5,team,2026-06-22T16:23:13.179446+00:00
train_190_976_3,stationary,22,45.0,team,2026-06-22T16:23:17.288928+00:00
valid_57_1080_1,slight,10,0.0,team,2026-06-22T16:23:20.712152+00:00
test_152_14880_1,stationary,16,135.0,team,2026-06-22T16:23:38.754214+00:00
test_277_9265_1,stationary,14,90.0,team,2026-06-22T16:23:41.794970+00:00
train_227_2160_0,stationary,16,135.0,team,2026-06-22T16:23:58.268012+00:00
train_74_2560_7,unsure,-2,,team,2026-06-22T16:23:59.842861+00:00
train_139_1890_3,slight,16,135.0,team,2026-06-22T16:24:03.289033+00:00
valid_222_1648_0,slight,27,157.5,team,2026-06-22T16:24:13.618223+00:00
train_245_4889_1,unsure,-2,,team,2026-06-22T16:24:16.023028+00:00
train_52_1320_0,unsure,-2,,team,2026-06-22T16:24:19.913262+00:00
train_249_7124_0,unsure,-2,,team,2026-06-22T16:24:21.246206+00:00
test_343_7320_0,unsure,-2,,team,2026-06-22T16:24:24.602190+00:00
train_231_990_1,unsure,-2,,team,2026-06-22T16:24:28.614665+00:00
train_189_1350_2,stationary,16,135.0,team,2026-06-22T16:24:33.602144+00:00
train_189_1500_2,unsure,35,292.5,team,2026-06-22T16:24:45.450052+00:00
test_309_19710_0,unsure,-2,,team,2026-06-22T16:24:49.375715+00:00
train_100_7903_3,unsure,17,157.5,team,2026-06-22T16:24:53.379216+00:00
train_84_1970_3,unsure,12,45.0,team,2026-06-22T16:24:56.843339+00:00
train_238_6517_0,unsure,17,157.5,team,2026-06-22T16:25:00.823724+00:00
valid_175_3490_0,unsure,14,90.0,team,2026-06-22T16:25:05.583746+00:00
train_192_1893_0,stationary,17,157.5,team,2026-06-22T16:25:11.169928+00:00
train_137_1742_1,stationary,15,112.5,team,2026-06-22T16:25:19.008966+00:00
train_247_1665_5,unsure,-2,,team,2026-06-22T16:25:27.679901+00:00
test_284_2125_4,stationary,30,180.0,team,2026-06-22T16:25:39.872557+00:00
train_228_11261_2,slight,10,0.0,team,2026-06-22T16:25:47.481728+00:00
train_248_22575_9,unsure,10,0.0,team,2026-06-22T16:25:50.407174+00:00
train_192_396_0,unsure,-2,,team,2026-06-22T16:25:52.089577+00:00
train_70_1800_4,unsure,-2,,team,2026-06-22T16:25:54.676057+00:00
valid_57_398_6,slight,32,225.0,team,2026-06-22T16:26:28.147633+00:00
train_232_3003_1,unsure,15,112.5,team,2026-06-22T16:26:32.768684+00:00
valid_175_3392_2,unsure,16,135.0,team,2026-06-22T16:26:36.159656+00:00
train_74_2763_1,unsure,12,45.0,team,2026-06-22T16:26:38.485447+00:00
train_251_6135_13,unsure,10,0.0,team,2026-06-22T16:26:51.181487+00:00
test_279_3769_1,unsure,-2,,team,2026-06-22T16:26:52.667901+00:00
test_314_17520_3,unsure,-2,,team,2026-06-22T16:26:59.521405+00:00
valid_148_1262_0,unsure,-2,,team,2026-06-22T16:27:04.459755+00:00
train_195_10089_0,stationary,13,67.5,team,2026-06-22T16:27:07.314203+00:00
valid_6_4695_0,stationary,16,135.0,team,2026-06-22T16:27:11.308468+00:00
train_52_1931_2,stationary,11,22.5,team,2026-06-22T16:27:16.740194+00:00
test_280_4410_3,stationary,11,22.5,team,2026-06-22T16:27:19.081269+00:00
train_216_480_0,slight,12,45.0,team,2026-06-22T16:27:22.061841+00:00
train_84_2126_1,unsure,-2,,team,2026-06-22T16:27:24.683862+00:00
train_236_6756_0,unsure,-2,,team,2026-06-22T16:27:26.344352+00:00
valid_57_2040_4,stationary,-2,,team,2026-06-22T16:27:28.783814+00:00
train_78_984_0,stationary,-2,,team,2026-06-22T16:27:36.334325+00:00
train_86_1442_4,unsure,-2,,team,2026-06-22T16:27:38.103772+00:00
test_278_5700_0,stationary,14,90.0,team,2026-06-22T16:27:42.184920+00:00
train_70_1740_2,slight,-2,,team,2026-06-22T16:27:51.718418+00:00
test_55_12236_0,stationary,17,157.5,team,2026-06-22T16:28:03.527505+00:00
train_249_4290_0,stationary,-2,,team,2026-06-22T16:28:13.755195+00:00
valid_147_10232_3,stationary,-2,,team,2026-06-22T16:28:19.243711+00:00
train_136_166_0,unsure,-2,,team,2026-06-22T16:28:31.792837+00:00
valid_145_870_0,unsure,-2,,team,2026-06-22T16:28:35.458002+00:00
train_224_2010_0,unsure,-2,,team,2026-06-22T16:28:41.553591+00:00
train_112_332_1,unsure,-2,,team,2026-06-22T16:28:43.908668+00:00
valid_221_431_7,unsure,10,0.0,team,2026-06-22T16:28:50.947926+00:00
train_188_1290_3,stationary,15,112.5,team,2026-06-22T16:28:54.274435+00:00
valid_14_696_5,stationary,10,0.0,team,2026-06-22T16:28:58.348175+00:00
train_52_510_0,unsure,-2,,team,2026-06-22T16:29:06.132334+00:00
train_189_900_0,stationary,35,292.5,team,2026-06-22T16:29:11.873625+00:00
train_228_7170_1,stationary,17,157.5,team,2026-06-22T16:29:17.203032+00:00
train_191_1110_2,unsure,20,0.0,team,2026-06-22T16:29:23.062867+00:00
train_252_4112_9,unsure,-2,,team,2026-06-22T16:29:26.797510+00:00
train_74_3121_3,stationary,16,135.0,team,2026-06-22T16:29:34.054220+00:00
test_281_8181_0,stationary,15,112.5,team,2026-06-22T16:29:43.027146+00:00
train_237_11670_0,stationary,10,0.0,team,2026-06-22T16:29:45.377770+00:00
train_247_750_3,unsure,-2,,team,2026-06-22T16:29:49.892244+00:00
test_152_14730_4,stationary,16,135.0,team,2026-06-22T16:29:52.862309+00:00
train_123_6690_0,unsure,-2,,team,2026-06-22T16:29:54.258730+00:00
valid_10_2549_0,unsure,10,0.0,team,2026-06-22T16:30:00.229719+00:00
train_106_7598_1,slight,15,112.5,team,2026-06-22T16:30:04.034713+00:00
train_95_5940_0,slight,11,22.5,team,2026-06-22T16:30:07.617209+00:00
train_232_810_6,unsure,14,90.0,team,2026-06-22T16:30:11.469417+00:00
train_28_1473_0,stationary,16,135.0,team,2026-06-22T16:30:14.651490+00:00
train_142_4768_13,stationary,11,22.5,team,2026-06-22T16:30:17.428206+00:00
train_226_6390_2,unsure,-2,,team,2026-06-22T16:30:21.294919+00:00
train_70_1614_0,stationary,13,67.5,team,2026-06-22T16:30:23.947474+00:00
train_224_12680_0,stationary,12,45.0,team,2026-06-22T16:30:26.624490+00:00
valid_147_10195_5,stationary,16,135.0,team,2026-06-22T16:30:30.552282+00:00
train_228_7200_0,unsure,11,22.5,team,2026-06-22T16:30:32.726219+00:00
valid_177_1206_4,stationary,20,0.0,team,2026-06-22T16:30:36.311174+00:00
train_74_2621_0,stationary,30,180.0,team,2026-06-22T16:30:41.561324+00:00
train_18_5929_0,unsure,-2,,team,2026-06-22T16:30:43.204819+00:00
train_237_6403_0,unsure,10,0.0,team,2026-06-22T16:30:48.037780+00:00
test_300_25020_2,unsure,-2,,team,2026-06-22T16:30:51.695123+00:00
valid_145_160_0,slight,-2,,team,2026-06-22T16:30:58.884392+00:00
test_303_1198_1,stationary,-2,,team,2026-06-22T16:31:02.510350+00:00
train_129_1890_0,stationary,14,90.0,team,2026-06-22T16:31:07.681104+00:00
train_71_11991_8,unsure,12,45.0,team,2026-06-22T16:31:15.891260+00:00
train_74_2909_4,unsure,-2,,team,2026-06-22T16:31:18.943583+00:00
train_245_5847_2,stationary,10,0.0,team,2026-06-22T16:31:26.144604+00:00
train_227_5771_1,moderate,15,112.5,team,2026-06-22T16:31:33.793802+00:00
valid_221_2064_3,stationary,32,225.0,team,2026-06-22T16:31:39.029088+00:00
valid_222_391_0,slight,14,90.0,team,2026-06-22T16:31:50.701196+00:00
train_251_6180_6,stationary,10,0.0,team,2026-06-22T16:31:53.795607+00:00
train_78_5735_2,unsure,16,135.0,team,2026-06-22T16:31:57.597278+00:00
train_83_4260_0,stationary,12,45.0,team,2026-06-22T16:32:00.639456+00:00
train_100_7151_0,stationary,10,0.0,team,2026-06-22T16:32:02.513828+00:00
train_136_176_0,unsure,-2,,team,2026-06-22T16:32:04.159958+00:00
train_86_782_3,stationary,10,0.0,team,2026-06-22T16:32:07.570506+00:00
train_85_780_1,stationary,14,90.0,team,2026-06-22T16:32:10.285457+00:00
train_70_1650_0,stationary,13,67.5,team,2026-06-22T16:32:12.731303+00:00
train_30_960_1,stationary,16,135.0,team,2026-06-22T16:32:16.962525+00:00
train_252_6690_6,stationary,12,45.0,team,2026-06-22T16:32:33.396927+00:00
test_263_17050_0,stationary,-2,,team,2026-06-22T16:32:39.828634+00:00
train_78_5856_3,unsure,14,90.0,team,2026-06-22T16:32:45.616458+00:00
train_188_1740_4,stationary,13,67.5,team,2026-06-22T16:32:47.794366+00:00
valid_146_2133_5,stationary,10,0.0,team,2026-06-22T16:32:52.019615+00:00
train_80_942_0,unsure,-2,,team,2026-06-22T16:32:53.689186+00:00
train_72_11910_6,unsure,-2,,team,2026-06-22T16:32:55.043462+00:00
valid_222_420_3,slight,31,202.5,team,2026-06-22T16:33:05.771641+00:00
valid_57_982_3,stationary,17,157.5,team,2026-06-22T16:33:14.410967+00:00
valid_144_3057_0,unsure,-2,,team,2026-06-22T16:33:16.098161+00:00
train_186_4140_1,unsure,10,0.0,team,2026-06-22T16:33:18.297166+00:00
train_225_7012_5,slight,11,22.5,team,2026-06-22T16:33:22.417824+00:00
train_28_1483_0,stationary,16,135.0,team,2026-06-22T16:33:31.520074+00:00
test_283_2692_3,stationary,10,0.0,team,2026-06-22T16:33:33.915656+00:00
valid_56_4180_4,unsure,15,112.5,team,2026-06-22T16:33:38.846490+00:00
train_80_4950_2,unsure,14,90.0,team,2026-06-22T16:33:41.845172+00:00
valid_15_3171_2,stationary,13,67.5,team,2026-06-22T16:33:46.111562+00:00
train_232_1099_3,unsure,-2,,team,2026-06-22T16:33:48.034461+00:00
train_122_8319_0,stationary,13,67.5,team,2026-06-22T16:33:54.096672+00:00
test_283_5358_0,moderate,11,22.5,team,2026-06-22T16:33:59.823496+00:00
train_191_1273_0,stationary,24,90.0,team,2026-06-22T16:34:05.204555+00:00
train_206_948_0,stationary,25,112.5,team,2026-06-22T16:34:20.787760+00:00
train_85_740_4,stationary,15,112.5,team,2026-06-22T16:34:25.778165+00:00
train_247_747_8,unsure,-2,,team,2026-06-22T16:34:30.347030+00:00
train_78_7148_4,unsure,-2,,team,2026-06-22T16:34:32.590667+00:00
valid_56_4148_2,unsure,12,45.0,team,2026-06-22T16:34:39.361617+00:00
train_72_11790_7,stationary,16,135.0,team,2026-06-22T16:34:44.028625+00:00
valid_222_450_3,slight,31,202.5,team,2026-06-22T16:34:48.276128+00:00
train_189_1640_0,stationary,11,22.5,team,2026-06-22T16:34:54.078019+00:00
train_48_22951_8,stationary,14,90.0,team,2026-06-22T16:34:59.796392+00:00
train_117_5644_0,stationary,10,0.0,team,2026-06-22T16:35:02.236999+00:00
test_284_2280_4,slight,10,0.0,team,2026-06-22T16:35:51.751282+00:00
valid_151_12191_4,unsure,-2,,team,2026-06-22T16:35:54.415198+00:00
train_232_771_5,unsure,-2,,team,2026-06-22T16:35:55.810469+00:00
train_52_453_0,unsure,-2,,team,2026-06-22T16:35:58.600416+00:00
test_276_5907_1,stationary,-2,,team,2026-06-22T16:36:04.383277+00:00
valid_151_12092_4,unsure,-2,,team,2026-06-22T16:36:06.874724+00:00
train_240_2736_1,stationary,11,22.5,team,2026-06-22T16:36:10.276927+00:00
train_197_1560_1,slight,15,112.5,team,2026-06-22T16:36:22.434594+00:00
train_105_3315_1,unsure,-2,,team,2026-06-22T16:36:28.819136+00:00
train_106_7858_1,slight,14,90.0,team,2026-06-22T16:36:34.840588+00:00
train_143_6222_3,stationary,10,0.0,team,2026-06-22T16:36:42.303844+00:00
test_163_6265_1,unsure,-2,,team,2026-06-22T16:36:44.095825+00:00
valid_6_4650_0,stationary,16,135.0,team,2026-06-22T16:36:46.994361+00:00
train_196_3210_0,stationary,-2,,team,2026-06-22T16:36:51.297442+00:00
train_81_6210_1,unsure,-2,,team,2026-06-22T16:36:53.481406+00:00
train_74_2727_0,slight,10,0.0,team,2026-06-22T16:36:59.291609+00:00
valid_177_923_3,stationary,37,337.5,team,2026-06-22T16:37:04.824340+00:00
train_113_5895_2,slight,17,157.5,team,2026-06-22T16:37:09.078228+00:00
train_199_4470_0,unsure,-2,,team,2026-06-22T16:37:15.868453+00:00
train_32_3600_0,unsure,-2,,team,2026-06-22T16:37:18.161443+00:00
test_314_17550_3,unsure,-2,,team,2026-06-22T16:37:20.572540+00:00
train_42_5010_0,stationary,13,67.5,team,2026-06-22T16:37:27.475950+00:00
train_104_1770_1,stationary,10,0.0,team,2026-06-22T16:37:44.944757+00:00
train_294_20910_0,stationary,10,0.0,team,2026-06-22T16:38:15.555311+00:00
train_18_3055_1,unsure,-2,,team,2026-06-22T16:38:19.564909+00:00
test_279_4338_1,stationary,16,135.0,team,2026-06-22T16:38:30.563487+00:00
valid_57_1569_7,stationary,14,90.0,team,2026-06-22T16:38:35.571006+00:00
valid_57_2040_0,stationary,11,22.5,team,2026-06-22T16:38:42.273211+00:00
